,city,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,bull savanna,17.8868,-77.5902,22.86,83,32,2.9,JM,1619753813
371,belyy yar,53.6039,91.3903,7.0,93,75,1.0,RU,1619753813
372,maniwaki,46.3834,-75.966,12.0,66,100,1.03,CA,1619753814
373,biabou,13.2,-61.1333,25.0,83,40,4.12,VC,1619753814
374,saint-francois,46.4154,3.9054,8.33,100,90,3.09,FR,1619753815
375,bonavista,48.6499,-53.1147,4.0,87,100,3.09,CA,1619753591
376,ixtapa,20.7,-105.2,25.56,81,31,1.79,MX,1619753816
377,zhanakorgan,43.9098,67.2495,21.45,41,99,5.34,KZ,1619753816
378,tanout,14.9709,8.8879,24.1,9,21,1.69,NE,1619753817
379,lockport,41.5895,-88.0578,14.0,67,1,2.57,US,1619753817
380,bonthe,7.5264,-12.505,26.35,80,61,2.0,SL,1619753817
381,katesh,-4.5167,35.3833,14.52,97,100,2.15,TZ,1619753818
382,dongsheng,39.8161,109.9776,10.28,31,4,12.64,CN,1619753819
383,bundaberg,-24.85,152.35,25.56,64,40,5.66,AU,1619753820
384,nichinan,31.6,131.3667,25.0,47,20,11.32,JP,1619753821
385,tabuk,17.4189,121.4443,33.06,49,13,2.89,PH,1619753821
386,alofi,-19.0595,-169.9187,29.0,79,40,2.06,NU,1619753821
387,sorland,67.667,12.6934,1.94,67,99,8.41,NO,1619753720
388,praxedis guerrero,31.3667,-106.0167,12.22,71,75,5.14,MX,1619753822
389,chara,56.9064,118.2631,-2.26,92,97,0.9,RU,1619753782
390,hovd,48.0056,91.6419,21.63,20,77,2.86,MN,1619753823
391,irbit,57.6705,63.071,6.72,45,62,5.37,RU,1619753823
392,haines junction,60.7522,-137.5108,6.0,65,100,3.09,CA,1619753824
393,roald,62.5833,6.1333,2.0,80,48,3.6,NO,1619753824
394,lompoc,34.6391,-120.4579,12.0,82,10,4.63,US,1619753563
395,ploemeur,47.7333,-3.4333,7.0,61,0,3.09,FR,1619753825
396,chapais,49.7834,-74.8492,8.0,57,90,2.57,CA,1619753731
397,tucuma,-0.1833,-50.05,24.02,92,85,1.44,BR,1619753826
398,kosice,48.6667,21.3333,11.11,93,40,1.03,SK,1619753826
399,indramayu,-6.3264,108.32,29.55,64,68,3.38,ID,1619753826
400,santa isabel do rio negro,-0.4139,-65.0192,21.79,99,90,0.77,BR,1619753827
401,winslow,35.0242,-110.6974,16.0,16,1,3.6,US,1619753828
402,bilma,18.6853,12.9164,27.45,8,0,3.34,NE,1619753828
403,gondanglegi,-7.7479,112.0132,30.73,64,36,2.6,ID,1619753829
404,sao jose da coroa grande,-8.8978,-35.1478,24.98,84,84,3.88,BR,1619753829
405,flinders,-34.5833,150.8552,23.33,62,7,1.79,AU,1619753829
406,chongwe,-15.3292,28.682,16.81,90,42,1.35,ZM,1619753653
407,namatanai,-3.6667,152.4333,30.24,62,81,1.65,PG,1619753830
408,ornskoldsvik,63.2909,18.7153,-1.0,74,40,3.6,SE,1619753830
409,svetlogorsk,52.6333,29.7333,9.74,89,100,5.73,BY,1619753831
410,waipawa,-41.4122,175.5153,17.78,67,20,7.2,NZ,1619753728
411,banda aceh,5.5577,95.3222,29.33,68,100,1.19,ID,1619753832
412,borova,50.1763,30.1043,12.0,66,75,2.0,UA,1619753832
413,marawi,7.9986,124.2928,30.0,76,73,2.68,PH,1619753833
414,vostok,46.4856,135.8833,13.75,21,68,2.74,RU,1619753606
415,mingaora,34.7758,72.3625,26.27,34,78,0.3,PK,1619753833
416,balsas,-7.5325,-46.0356,24.08,78,84,0.52,BR,1619753834
417,marzuq,14.4,46.4667,22.46,61,96,1.57,YE,1619753834
418,makakilo city,21.3469,-158.0858,27.0,54,75,3.6,US,1619753559
419,kumba,4.6363,9.4469,21.69,96,97,0.67,CM,1619753835
420,nuevitas,21.5453,-77.2644,25.0,83,1,5.66,CU,1619753835
421,jining,35.405,116.5814,28.89,1,99,0.45,CN,1619753836
422,mattru,7.6244,-11.8332,24.61,88,81,1.14,SL,1619753836
423,touros,-5.1989,-35.4608,24.0,94,40,1.54,BR,1619753837
424,shatrovo,56.5167,64.6333,8.3,60,39,5.58,RU,1619753837
425,erdemli,36.605,34.3084,21.3,72,92,0.92,TR,1619753838
426,vila franca do campo,37.7167,-25.4333,13.0,76,75,3.6,PT,1619753620
427,cockburn town,21.4612,-71.1419,25.68,76,1,8.08,TC,1619753693
428,santiago del estero,-27.7951,-64.2615,15.28,52,0,3.41,AR,1619753839
429,mount isa,-20.7333,139.5,29.0,30,40,7.2,AU,1619753839
430,marsa matruh,31.3525,27.2453,16.0,72,0,2.57,EG,1619753840
431,yarada,17.65,83.2667,30.29,65,0,4.45,IN,1619753840
432,hervey bay,-25.2986,152.8535,22.22,78,100,2.24,AU,1619753841
433,blackford,40.4511,-85.37,12.0,82,1,3.09,US,1619753841
434,tulsipur,28.131,82.2973,33.9,14,41,2.62,NP,1619753842
435,acapulco,16.8634,-99.8901,25.81,80,62,2.42,MX,1619753842
436,coahuayana,18.7333,-103.6833,22.39,90,36,0.62,MX,1619753843
437,puerto madero,14.7208,-92.4215,28.0,74,75,1.62,MX,1619753843
438,moose factory,51.2585,-80.6094,6.0,70,90,7.72,CA,1619753843
439,havre-saint-pierre,50.2334,-63.5986,4.0,93,90,2.06,CA,1619753844
440,plyussa,58.4308,29.3654,3.28,94,100,3.32,RU,1619753845
441,sandpoint,48.2766,-116.5533,15.0,54,1,0.6,US,1619753802
442,calarca,4.5295,-75.6409,18.0,100,75,1.03,CO,1619753845
443,ryazan,54.6197,39.74,7.22,59,99,5.78,RU,1619753846
444,tartagal,-22.5164,-63.8013,14.53,71,5,1.58,AR,1619753846
445,warwick,41.7001,-71.4162,14.44,100,90,5.25,US,1619753847
446,paragominas,-2.9667,-47.4833,21.77,99,100,1.09,BR,1619753847
447,kletskaya,49.3145,43.0584,9.92,52,11,5.38,RU,1619753848
448,bambanglipuro,-7.95,110.2833,29.15,69,82,3.01,ID,1619753591
449,luganville,-15.5333,167.1667,27.71,65,73,5.22,VU,1619753848
450,kavaratti,10.5669,72.642,29.08,74,24,2.72,IN,1619753634
451,kieta,-6.2167,155.6333,28.01,77,37,0.75,PG,1619753612
452,bandarbeyla,9.4942,50.8122,28.36,72,16,1.87,SO,1619753629
453,lata,40.1629,-8.3327,10.0,86,80,0.86,PT,1619753850
454,bayan,46.0833,127.4,17.26,22,64,3.37,CN,1619753850
455,leningradskiy,69.3833,178.4167,-4.39,84,92,7.66,RU,1619753851
456,avanigadda,16.0215,80.9181,30.0,74,40,2.57,IN,1619753851
457,kristinehamn,59.3098,14.1081,-1.0,93,3,3.09,SE,1619753852
458,natchez,31.5604,-91.4032,23.0,94,90,2.57,US,1619753852
459,naze,28.3667,129.4833,25.0,53,20,6.69,JP,1619753853
460,yanaul,56.2719,54.9309,5.42,65,17,3.86,RU,1619753853
461,izazi,-7.2,35.7333,18.0,82,75,0.6,TZ,1619753854
462,tatarsk,55.219,75.9828,10.4,46,0,6.03,RU,1619753854
463,mackay,-21.15,149.2,23.0,78,40,6.69,AU,1619753855
464,sri aman,1.2376,111.4621,26.0,89,20,1.15,MY,1619753856
465,hoi an,15.8794,108.335,31.0,55,20,3.09,VN,1619753857
466,kabarnet,0.4919,35.743,12.43,81,99,1.35,KE,1619753857
467,mogadishu,2.0371,45.3438,28.25,76,80,3.67,SO,1619753857
468,raudeberg,61.9875,5.1352,3.89,78,17,7.29,NO,1619753858
469,ndago,-4.6,34.35,16.63,82,52,3.68,TZ,1619753859
470,oktyabrskoye,43.0645,44.7417,9.0,100,14,2.0,RU,1619753859
471,san cristobal,7.7669,-72.225,25.0,88,75,4.63,VE,1619753860
472,nara,34.6851,135.8049,23.89,52,20,6.17,JP,1619753860
473,broome,42.2506,-75.833,12.22,100,90,4.12,US,1619753861
474,lago da pedra,-4.3333,-45.1667,22.45,97,100,1.12,BR,1619753861
475,ust-kuyga,70.0167,135.6,-0.72,90,6,1.87,RU,1619753862
476,lakes entrance,-37.8811,147.981,20.0,67,7,1.34,AU,1619753862
477,vao,-22.6667,167.4833,23.85,57,97,8.92,NC,1619753863
478,sokoni,-6.4333,39.55,23.0,100,75,2.57,TZ,1619753863
479,salalah,17.0151,54.0924,29.0,79,75,2.57,OM,1619753864
480,vallenar,-28.5708,-70.7581,14.0,78,1,0.29,CL,1619753864
481,tiarei,-17.5333,-149.3333,29.0,65,40,1.03,PF,1619753865
482,victor harbor,-35.5667,138.6167,25.56,30,0,0.89,AU,1619753865
483,vadso,70.0744,29.7487,-2.0,80,75,5.14,NO,1619753866
484,manohar thana,24.24,76.8018,36.03,14,57,5.34,IN,1619753866
485,coquimbo,-29.9533,-71.3436,13.0,88,75,1.76,CL,1619753866
486,ituango,7.1712,-75.764,16.53,96,100,0.36,CO,1619753867
487,piacabucu,-10.4056,-36.4344,24.71,84,59,3.54,BR,1619753867
488,kichera,55.9375,110.0997,3.91,56,65,2.21,RU,1619753868
489,tuy hoa,13.0833,109.3,29.8,65,65,4.0,VN,1619753868
490,tiznit,29.5833,-9.5,12.49,88,0,1.69,MA,1619753869
491,hambantota,6.1241,81.1185,29.1,70,76,2.74,LK,1619753869
492,kelme,55.6339,22.9342,5.0,100,90,4.12,LT,1619753870
493,lasa,46.6166,10.7002,11.67,87,40,1.03,IT,1619753870
494,taywarah,33.35,64.4167,14.13,35,7,1.45,AF,1619753870
495,terney,45.0503,136.6092,7.62,72,100,4.47,RU,1619753871
496,shibetsu,43.659,145.132,5.0,100,75,11.83,JP,1619753871
497,vila velha,-20.3297,-40.2925,23.0,73,75,4.12,BR,1619753872
498,boda,4.3189,17.4695,21.43,94,98,1.15,CF,1619753873
499,coracora,-15.0333,-73.7833,7.99,76,8,1.19,PE,1619753874
500,puerto narino,-3.7703,-70.3831,23.0,100,75,0.8,CO,1619753874
501,talcahuano,-36.7167,-73.1167,13.0,100,90,1.45,CL,1619753875
502,safaga,26.7292,33.9365,24.0,19,0,3.09,EG,1619753875
503,galle,6.0367,80.217,29.01,72,55,2.46,LK,1619753876
504,roma,43.2128,-75.4557,12.0,87,90,3.09,US,1619753763
505,vytegra,61.0064,36.4481,1.51,75,31,1.41,RU,1619753876
506,hobyo,5.3505,48.5268,29.35,67,84,2.65,SO,1619753878
507,paita,-5.0892,-81.1144,20.72,80,14,3.95,PE,1619753879
508,viru,-8.4167,-78.75,21.06,78,13,1.52,PE,1619753835
509,najran,17.4924,44.1277,21.0,64,40,2.06,SA,1619753879
510,bagan,54.1001,77.6646,11.85,39,33,4.7,RU,1619753880
511,trat,12.5,102.5,32.22,66,20,1.03,TH,1619753636
512,dudinka,69.4058,86.1778,-1.6,92,78,3.77,RU,1619753881
513,sola,-13.8833,167.55,28.0,74,75,4.12,VU,1619753881
514,garowe,8.4054,48.4845,25.39,76,95,2.63,SO,1619753882
515,chumikan,54.7183,135.315,0.6,81,100,3.81,RU,1619753882
516,chimoio,-19.1164,33.4833,20.0,100,20,1.2,MZ,1619753883
517,kizema,61.113,44.8302,2.37,63,94,2.87,RU,1619753678
518,baruun-urt,46.6806,113.2792,6.24,30,78,7.38,MN,1619753883
519,magaria,12.9983,8.9099,25.71,11,48,2.55,NE,1619753884
520,pula,44.8683,13.8481,13.0,94,20,1.54,HR,1619753884
521,avila,40.5833,-5.0,5.56,86,100,0.45,ES,1619753885
522,pinjaur,30.7972,76.9172,34.12,17,60,1.65,IN,1619753885
523,clarence town,-32.5833,151.7833,22.78,68,40,4.12,AU,1619753886
524,carlagan,14.975,122.0456,28.93,58,57,2.46,PH,1619753886
525,tura,25.5198,90.2201,35.28,23,7,2.88,IN,1619753797
526,luziania,-16.2525,-47.9503,20.0,88,75,1.03,BR,1619753887
527,abu zabad,12.35,29.25,26.03,47,94,2.74,SD,1619753887
528,gola bazar,26.3431,83.3553,37.45,15,2,3.56,IN,1619753888
529,kunming,25.0389,102.7183,23.33,49,0,5.0,CN,1619753888
530,zasechnoye,53.1092,45.0764,6.67,37,95,2.68,RU,1619753889
531,enshi,30.3,109.4833,26.45,54,51,0.42,CN,1619753590
532,lake city,30.1897,-82.6393,21.0,78,1,1.54,US,1619753889
533,biak,-0.9131,122.8766,29.21,62,37,0.73,ID,1619753890
534,ozernovskiy,51.5,156.5167,1.73,92,75,0.74,RU,1619753891
535,dehloran,32.6941,47.2679,30.03,16,0,1.47,IR,1619753892
536,bawku,11.0616,-0.2417,30.57,50,77,3.9,GH,1619753892
537,pudozh,61.8099,36.5345,1.03,74,20,2.24,RU,1619753892
538,aranos,-24.1333,19.1167,13.56,73,0,4.37,NA,1619753893
539,siloam springs,36.1881,-94.5405,16.0,59,1,2.57,US,1619753893
540,raiganj,25.6167,88.1167,36.85,26,0,2.4,IN,1619753894
541,narrabri,-30.3167,149.7833,25.56,33,3,3.6,AU,1619753894
542,winder,33.9926,-83.7202,21.67,78,90,4.12,US,1619753895
543,tatawin,32.9297,10.4518,23.0,38,92,2.06,TN,1619753895
544,steinbach,50.1667,8.5667,2.78,93,0,0.51,DE,1619753896
545,pidsandawan,6.9322,124.5908,33.04,55,99,0.74,PH,1619753896
546,rio gallegos,-51.6226,-69.2181,8.0,87,0,5.66,AR,1619753897
547,pangkalanbuun,-2.6833,111.6167,34.03,50,29,1.32,ID,1619753708
548,anori,-3.7728,-61.6442,22.49,98,66,0.36,BR,1619753898
549,erenhot,43.6475,111.9767,9.79,14,29,6.79,CN,1619753898
550,araouane,18.9048,-3.5265,32.02,25,95,3.81,ML,1619753899
551,harrison,30.4091,-89.0436,24.0,94,75,2.06,US,1619753837
